"userid","itemid","rating"
5,4803,4
46,2571,4
5,4804,3
46,2579,4
5,4809,5
46,2599,4
5,4811,4
46,2600,3.5
5,4813,4
46,2628,2
5,4816,4
46,2641,3.5
5,4835,5
46,2712,3.5
5,4841,3
46,2724,1
5,4848,4
46,2729,3
5,4855,4
46,2730,3.5
5,4857,3
46,2761,4
5,4886,3
46,2804,3.5
5,4896,3
46,2852,4.5
5,4917,4
46,2858,3.5
5,4932,4
46,2871,3
5,4956,4
46,2912,3.5
5,4958,4
46,2916,3.5
5,4966,4
46,2959,4
5,4979,5
46,2968,3.5
5,4981,4
46,2973,4.5
5,4984,3
46,2997,3.5
5,4993,4
46,3006,4
5,4995,4
46,3007,3.5
5,5007,4
46,3019,4
5,5010,5
46,3038,4
5,5013,5
46,3039,3
5,5015,5
46,3067,4
5,5016,2
46,3068,5
5,5049,3
46,3070,3
5,5054,4
46,3072,3
5,5055,4
46,3093,4
5,5060,3
46,3105,4.5
5,5062,4
46,3108,3.5
5,5065,4
46,3125,4
5,5099,2
46,3148,3.5
5,5101,4
46,3174,4
5,5120,4
46,3176,4
5,5123,4
46,3201,4
5,5158,4
46,3246,4
5,5179,3
46,3252,3.5
5,5184,4
46,3300,3.5
5,5187,3
46,3330,3.5
5,5190,3
46,3424,4
5,5231,4
46,3429,4
5,5232,4
46,3450,3
5,5233,4
46,3476,3.5
5,5249,4
46,3481,3.5
5,5265,4
46,3504,4
5,5299,5
46,3543,4
5,5339,3
46,3551,4
5,5367,5
46,3552,3.5
5,5372,2
46,3614,3.5
5,5383,3
46,3671,4
5,5384,3
46,3683,5
5,5385,3
46,3686,2.5
5,5392,4
46,3706,3.5
5,5434,4
46,3730,4.5
5,5493,3
46,3735,5
5,5497,3
46,3793,3.5
5,5500,3
46,3863,3
5,5540,4
46,3897,3.5
5,5544,4
46,3948,4
5,5548,5
46,3949,3.5
5,5568,2
46,3983,4
5,5588,2
46,3996,3.5
5,5630,3
46,4002,3.5
5,5638,1
46,4014,3.5
5,5642,4
46,4017,4
5,5646,4
46,4021,4.5
5,5650,2
46,4027,4.5
5,5689,4
46,4037,3.5
5,5693,2
46,4079,3
5,5696,4
46,4082,3.5
5,5705,2
46,4103,4.5
5,5707,4
46,4226,5
5,5732,4
46,4276,3.5
5,5745,4
46,4283,3.5
5,5747,3
46,4321,3
5,5772,5
46,4326,3.5
5,5777,3
46,4327,3.5
5,5780,3
46,4349,4
5,5801,4
46,4370,3.5
5,5802,3
46,4378,3.5
5,5816,4
46,4489,3
5,5826,3
46,4500,3.5
5,5836,4
46,4641,3.5
5,5847,4
46,4643,3
5,5853,4
46,4713,3
5,5862,3
46,4776,4
5,5868,2
46,4816,2.5
5,5899,4
46,4848,4
5,5902,5
46,4878,3.5
5,5911,5
46,4881,3.5
5,5933,4
46,4886,4.5
5,5938,4
46,4903,3
5,5940,4
46,4914,4
5,5983,4
46,4973,4
5,6001,4
46,4975,3
5,6184,3
46,4995,4
24,1,4
46,5013,4
24,6,4
46,5015,3
24,16,0.5
46,5060,4.5
24,17,3.5
46,5238,4
24,31,1
46,5291,5
24,34,3.5
46,5341,5
24,36,2.5
46,5349,4
24,50,4.5
46,5378,2.5
24,62,3
46,5388,3.5
24,105,1
46,5445,4
24,110,3.5
46,5446,4
24,249,2
46,5447,3.5
24,260,0.5
46,5505,3
24,261,1
46,5577,4.5
24,300,3
46,5602,3.5
24,318,4.5
46,5617,4
24,337,3
46,5625,3.5
24,348,3.5
46,5650,3
24,356,4.5
46,5791,4
24,457,2.5
46,5812,4
24,474,1.5
46,5878,4.5
24,475,2
46,5893,4
24,508,4
46,5902,5
24,538,3.5
46,5945,3.5
24,589,3.5
46,5954,4
24,590,3
46,5955,4
24,593,3.5
46,5989,3.5
24,628,2.5
46,5992,4
24,733,3.5
46,5995,5
24,762,0.5
46,6003,4
24,838,2.5
46,6016,4
24,852,1.5
46,6027,4
24,858,1
46,6104,4
24,899,2.5
46,6157,3
24,912,1
46,6214,3
24,914,4
46,6296,3.5
24,953,4.5
46,6333,3.5
24,954,4
46,6365,3
24,1036,2
46,6385,4
24,1047,1
46,6440,3.5
24,1060,3.5
46,6460,4
24,1088,1.5
46,6552,4
24,1185,3
46,6591,4
24,1210,0.5
46,6620,4.5
24,1221,1
46,6711,4
24,1242,2.5
46,6787,4.5
24,1246,3.5
46,6791,4
24,1259,4.5
46,6807,4
24,1265,3.5
46,6870,3.5
24,1270,2
46,6934,3
24,1285,1.5
46,6953,3.5
24,1302,2
46,6957,3.5
24,1307,2.5
46,6978,3.5
24,1339,1.5
46,6993,4.5
24,1343,1.5
46,7018,3.5
24,1358,4
46,7044,3.5
24,1408,3.5
46,7062,4
24,1466,3.5
46,7123,4
24,1500,3
46,7151,3.5
24,1584,4.5
46,7156,4.5
24,1617,3
46,7162,4
24,1639,2.5
46,7163,3
24,1643,3
46,7218,5
24,1673,3.5
46,7234,4
24,1674,2.5
46,7256,4
24,1678,2.5
46,7307,4
24,1682,4
46,7396,4
24,1704,4.5
46,7460,3.5
24,1747,2
46,7572,4
24,1784,2.5
46,7728,3
24,1876,1
46,8132,3.5
24,1889,3.5
46,8239,4
24,1907,3
46,8270,3.5
24,1954,3.5
46,8273,3.5
24,1968,3.5
46,8376,4
24,2028,4.5
46,8528,3
24,2125,1.5
46,8636,3.5
24,2231,2
46,8638,4
24,2248,3
46,8641,3
24,2268,2.5
46,8644,3.5
24,2294,1.5
46,8784,3.5
24,2324,0.5
46,8798,3.5
24,2329,3.5
46,8865,3.5
24,2336,3
46,8910,3.5
24,2359,3
46,8923,3.5
24,2391,4
46,8949,3.5
24,2396,2.5
46,8958,4
24,2442,4
46,8970,4
24,2501,3.5
46,26219,3.5
24,2571,2.5
46,26271,3.5
24,2671,2
46,27904,4
24,2686,3.5
46,30707,4
24,2761,3.5
46,30749,4
24,2762,4.5
46,30810,3.5
24,2858,4
46,32587,3
24,2890,3.5
46,33154,4.5
24,2908,3.5
46,33493,2.5
24,2959,3.5
46,33794,3.5
24,3006,4
46,34150,2.5
24,3100,3
46,34319,3
24,3101,2
46,34405,4
24,3114,4
46,34437,3.5
24,3147,1.5
46,34552,3.5
24,3148,3
46,35836,3.5
24,3246,3.5
46,36517,3.5
24,3255,1.5
46,36529,4
24,3260,3.5
46,36535,4
24,3271,3
46,37386,3.5
24,3360,2
46,37733,3.5
24,3408,3
46,37741,5
24,3481,3
46,38038,3.5
24,3578,4
46,38061,3.5
24,3675,3
46,38600,3.5
24,3897,2.5
46,39183,4.5
24,3911,4
46,39292,4.5
24,3916,2.5
46,39381,4.5
24,3967,4.5
46,40819,3.5
24,3996,3.5
46,40946,4
24,4007,3
46,43396,3.5
24,4014,3.5
46,43928,2.5
24,4019,3
46,44195,4
24,4033,3
46,44555,5
24,4034,4
46,44694,4
24,4103,4.5
46,45728,3
24,4191,3
46,46723,4
24,4226,4.5
46,48394,4
24,4239,2
46,48516,3.5
24,4306,3.5
46,48774,4.5
24,4616,4
46,48780,3
24,4703,3.5
46,48783,4
24,4720,4
46,49225,4.5
24,4776,3.5
46,49530,3.5
24,4886,4
46,51884,3.5
24,4901,3.5
46,52375,4
24,4903,4
46,52973,3.5
24,4963,3.5
46,54503,3.5
24,4973,4.5
46,54513,4
24,4993,4
46,55118,3.5
24,4995,3.5
46,55269,3.5
24,5001,3.5
46,55276,4
24,5010,4
46,55765,4.5
24,5103,4.5
46,55820,4.5
24,5218,3
46,56367,3.5
24,5300,3
46,56782,4
24,5404,3
46,57640,3.5
24,5418,4
46,57669,3.5
24,5445,4.5
46,58559,3.5
24,5464,3
46,59315,4
24,5618,0.5
46,60069,4
24,5630,3
46,60684,3
24,5669,3
46,61323,3.5
24,5791,2.5
46,61394,2
24,5812,2.5
46,63131,3.5
24,5902,2.5
46,64575,4.5
24,5952,4
46,64620,4
24,5954,2.5
46,66097,4
24,5989,3.5
46,67734,4
24,5991,2
46,68237,4.5
24,5992,3
46,68358,3.5
24,5995,4
46,68954,4.5
24,6016,4.5
46,69122,4
24,6218,3.5
46,69640,2.5
24,6333,2
46,70286,4
24,6377,3
46,71011,3.5
24,6385,3.5
46,71156,3.5
24,6502,4
46,71211,4
24,6539,2
46,71464,4.5
24,6565,4.5
46,72011,4
24,6708,3
46,72226,4
24,6796,3
46,72998,3.5
24,6870,3.5
46,79132,3.5
24,6881,2.5
23,10,5
24,6932,2.5
23,19,4
24,6942,2.5
23,110,5
24,6953,2.5
23,150,5
24,7018,3
23,153,3
24,7121,2.5
23,160,4
24,7139,3.5
23,161,5
24,7143,3.5
23,165,4
24,7153,4
23,173,5
24,7158,2
23,185,2
24,7160,2.5
23,208,4
24,7445,2.5
23,225,5
24,8360,3
23,231,3
24,8366,3.5
23,253,3
24,8368,3.5
23,292,4
24,8464,3
23,296,2
24,8645,3.5
23,316,4
24,8665,3.5
23,318,5
24,8798,3
23,329,3
24,8873,4
23,349,5
24,8915,2
23,356,5
24,8958,3
23,364,5
24,8961,4
23,367,3
24,8966,2
23,410,2
24,8970,3
23,420,5
24,8983,3
23,434,5
24,25788,0.5
23,435,3
24,27790,4
23,454,5
24,27878,4
23,457,4
24,30707,3
23,480,5
24,30749,3
23,500,3
24,30848,2
23,527,5
24,33154,3.5
23,587,5
24,33166,4
23,589,5
24,33660,3.5
23,590,5
24,33794,4
23,592,5
24,34072,4
23,593,5
24,36517,4.5
21,512,4
24,37733,4
21,593,5
24,38499,0.5
21,594,4
24,39183,3
21,1041,4
24,39234,2.5
21,1196,3
24,39292,2
21,1210,3
24,40583,4
21,1625,4
24,40629,3.5
21,1923,4
24,41285,3
21,2028,4
24,41997,3.5
21,2561,4
24,44195,3.5
21,2683,3
24,44555,4
21,2707,3
24,44665,2.5
21,2719,3
24,46578,3.5
21,2722,3
24,46723,4
21,2762,4.5
24,47099,3.5
21,2763,4
24,47610,2
21,3578,4
24,48516,2
21,3715,2
24,48696,4
21,3740,3
24,48774,4
21,3905,2
24,48780,3.5
21,4306,4
24,49272,1
21,4646,4
24,49530,0.5
21,4995,4
24,50068,4.5
21,5418,4
24,50685,3.5
21,5630,4
24,50872,4.5
21,5955,4.5
24,51471,2.5
21,6003,4
24,51540,2
21,6331,4
24,52241,3
21,6565,4
24,52604,3
21,6867,4
24,52952,3
21,6870,4
24,54001,3
21,7160,5
24,54259,2.5
21,7254,3.5
24,54286,4
21,7256,3
24,54997,3.5
21,7293,4
24,55052,3
21,7373,3.5
24,55247,3
21,33437,4
24,55276,1.5
21,33660,4
24,55280,2.5
21,34153,5
24,55286,1.5
21,40629,4
24,56152,2
24,56333,2.5
24,56367,3.5
24,56607,4
24,56788,3.5
24,56885,1.5
24,57669,3
24,58295,3
24,58559,2
24,58998,3.5
24,59315,4
24,59784,4.5
24,60069,2.5
24,61729,2
3,163,4.5
3,172,2
3,260,5
3,370,4
3,432,3
3,466,3
3,502,3.5
3,832,3.5
3,919,5
3,1259,4
3,1270,5
3,1288,4.5
3,1380,5
3,1485,3
3,2012,4
3,2054,3
3,2134,4.5
3,2406,4
3,2420,4
3,2640,2.5
3,2791,4
3,3508,4
3,3897,3.5
3,4025,2.5
3,4621,3
3,6744,4
3,7361,4
3,8641,2
3,8865,3.5
43,915,3
43,934,4
43,1080,1.5
43,1197,5
43,1203,4.5
43,1207,2
43,2398,3.5
43,2565,3
43,3844,4
43,3911,2
43,3967,4
43,4018,3
43,4306,4
43,4447,3
43,4886,4
43,4936,3.5
43,4993,4
43,5952,4
43,5991,4
43,6377,3
43,6535,3
43,7153,4
43,7155,3
43,7247,3.5
43,7669,5
43,8961,4
43,40629,5
43,47382,4
43,56171,3
43,58107,3.5
43,68269,5
43,69406,5
43,70183,4.5
43,80222,3.5
43,81845,5
43,86882,5
43,88163,5
43,88810,5
43,89745,4.5
43,91500,5
43,96079,4.5
43,96821,5
43,97304,4.5
43,97921,4
43,98154,4
43,98373,3.5
43,101415,5
43,106487,5
43,108190,5
43,109372,4.5
43,111617,5
43,111921,5
43,113103,3.5
1,1,5
1,2,3
1,10,3
1,32,4
1,34,4
1,47,3
1,50,4
1,62,4
1,150,4
1,153,3
1,160,3
1,161,4
1,165,4
1,185,3
1,208,3
1,253,3
1,265,5
1,266,3
1,288,5
1,292,4
1,296,5
1,300,5
1,316,3
1,318,5
1,329,4
1,344,3
1,349,4
1,350,4
1,356,5
1,357,4
1,364,4
1,367,4
1,377,3
1,380,4
1,434,3
1,454,4
1,457,4
1,480,5
1,500,3
1,508,5
1,509,4
1,515,5
1,539,3
1,588,4
1,589,3
1,592,3
1,597,4
1,648,5
41,1,3.5
41,50,4
41,101,4.5
41,104,4
41,157,4
41,231,4
41,296,2
41,441,4.5
41,527,3.5
41,750,3.5
41,780,2.5
41,913,4.5
41,950,4
41,1136,4
41,1172,4.5
41,1193,4
41,1197,4.5
41,1284,4
41,1441,3.5
41,1617,4
41,1732,4
41,1753,2
41,1884,3.5
41,2109,3.5
41,2125,1
41,2289,3.5
41,2395,4.5
41,2567,3
41,2571,3.5
41,2686,4
41,2712,4.5
41,2724,0.5
41,2731,5
41,2857,4
41,2858,4.5
41,2959,3.5
41,3210,4
41,3421,4
41,3468,4
41,3552,5
41,3897,4
41,3911,4
41,4022,3.5
41,4027,4
41,4226,4
41,4467,4
41,4973,4.5
41,4975,4
41,4993,2.5
41,5349,3
41,5377,3.5
41,5791,4.5
41,6001,4
41,6016,4
41,6378,4
41,6539,3.5
41,6807,4
41,6874,0.5
41,7153,3
41,7361,4.5
41,8949,2.5
41,8966,3.5
41,34162,4
41,49961,4
41,58559,2.5
41,74789,3
41,79073,4
41,104913,3.5
41,106782,5
41,106916,5
20,750,5
20,858,5
20,904,5
20,908,5
20,910,4
20,912,5
20,926,4
20,953,5
20,954,5
20,969,4
20,1104,5
20,1193,5
20,1203,5
20,1207,5
20,1225,5
20,1247,5
20,1250,5
20,1385,3
20,1587,3
20,1590,4
20,1801,4
20,2094,2
20,2109,2
20,2134,4
20,2137,3
20,2300,5
20,2405,4
20,2478,4
20,2616,1
20,2872,5
20,3504,5
20,3507,5
20,3868,5
20,4270,2
20,4321,4
20,106491,5
20,110407,0.5
18,10,5
18,44,3
18,141,4
18,153,3
18,161,5
18,231,3
18,296,4
18,329,4
18,349,4
18,364,4
18,434,3
18,442,3
18,457,5
18,480,3
18,539,3
18,586,2
18,588,3
18,589,3
18,590,3
18,592,3
18,593,4
18,595,3
18,597,3
8,1,3
8,2,2.5
8,6,3
8,10,2.5
8,16,4.5
8,18,4
8,19,2
8,21,2.5
8,24,3.5
8,25,3.5
8,29,4.5
8,32,4
8,34,2.5
8,47,4.5
8,50,4.5
8,70,3.5
8,110,3
8,111,4.5
8,153,2.5
8,163,3.5
8,165,4
8,170,2
8,172,4
8,173,4
8,208,4.5
8,231,3
8,235,3
8,253,4
8,256,1.5
8,260,4
8,261,2.5
8,288,4.5
8,292,3
8,293,5
8,296,4.5
8,316,3
8,318,4
8,319,4
8,327,3.5
8,344,2.5
8,345,2.5
8,353,4.5
8,356,4.5
8,357,3
8,364,2.5
8,367,2.5
8,368,3
8,370,3.5
8,377,3
8,380,3
8,413,3
8,420,2
8,428,4
8,434,4
8,435,2.5
8,442,4
8,455,2.5
8,457,2.5
8,466,3
8,480,4
8,485,2.5
8,500,2
8,509,4
8,520,2
8,527,4
8,541,4
8,551,4.5
8,586,2
8,589,4
8,590,4.5
8,592,4
8,593,4.5
8,597,3
8,608,4
8,610,2
8,648,3.5
8,733,3.5
8,737,2.5
8,741,4
8,743,2.5
8,750,4.5
8,778,5
8,780,3
8,784,2
8,786,3.5
8,788,1.5
8,832,3.5
8,839,4
8,858,4.5
8,912,3.5
8,923,3
8,924,4
8,1036,4
8,1047,3.5
8,1073,2.5
8,1079,4.5
8,1080,5
8,1084,4.5
8,1089,4.5
8,1090,3
8,1092,3
8,1093,3
8,1094,3.5
8,1097,3
8,1101,3
8,1125,4.5
8,1136,5
8,1175,4.5
8,1193,4.5
8,1196,4
8,1197,2
8,1198,4
8,1199,4.5
8,1200,4.5
8,1201,4
8,1203,3.5
8,1206,5
8,1208,4
8,1210,4
8,1213,5
8,1214,3.5
8,1215,3.5
8,1220,5
8,1221,4.5
8,1222,4.5
8,1228,4.5
8,1233,2.5
8,1234,4
8,1240,4.5
8,1246,3
8,1249,5
8,1250,3.5
8,1251,4
8,1252,3.5
8,1258,5
8,1259,3
8,1262,3.5
8,1265,4
8,1270,4
8,1271,2.5
8,1274,3.5
8,1275,3
8,1276,4.5
8,1278,3.5
8,1281,4
8,1288,4
8,1291,4
8,1293,3
8,1298,3.5
8,1320,4.5
8,1333,4
8,1343,4.5
8,1345,3.5
8,1347,4
8,1350,3
8,1370,4
8,1374,4.5
8,1377,3.5
8,1387,3
8,1391,3.5
8,1394,4
8,1396,4.5
8,1407,3
8,1466,3
8,1485,2.5
8,1500,3.5
8,1517,3
8,1527,5
8,1544,2
8,1562,2
8,1573,4
8,1580,4
8,1584,4
8,1587,4.5
8,1617,4
8,1641,3.5
8,1653,4.5
8,1673,2.5
8,1676,3
8,1682,3.5
8,1687,3
8,1690,4
8,1704,3
8,1717,2
8,1721,2.5
8,1722,2.5
8,1729,4
8,1732,3
8,1748,4
8,1784,3.5
8,1884,4.5
8,1917,2.5
8,1921,5
8,1923,2.5
8,1952,4
8,1954,4.5
8,1961,3.5
8,1965,3.5
8,1967,3.5
8,1968,2
8,1997,3
8,2000,3
8,2001,2
8,2003,4.5
8,2004,4
8,2011,3
8,2012,2
8,2021,2.5
8,2023,4
8,2028,3
8,2054,3
8,2076,4
8,2105,2.5
8,2115,4.5
8,2116,2
8,2143,3
8,2159,3
8,2160,4
8,2174,4.5
8,2193,3.5
8,2194,4.5
8,2232,4.5
8,2288,3
8,2291,4.5
8,2294,4
8,2324,3.5
8,2329,4.5
8,2355,3.5
8,2371,2.5
8,2373,2.5
8,2378,4
8,2402,3.5
8,2403,5
8,2409,3.5
8,2410,3.5
8,2411,3.5
8,2420,3.5
8,2421,2
8,2424,2
8,2467,3.5
8,2470,4
8,2471,3.5
8,2513,4.5
8,2514,2
8,2542,4
8,2571,4.5
8,2572,2
8,2580,3.5
8,2600,4
8,2616,3.5
8,2617,2
8,2628,3.5
8,2641,2
8,2657,4.5
8,2672,4
8,2683,3
8,2699,4
8,2700,4
8,2706,2
8,2710,3
8,2712,3.5
8,2716,4
8,2717,3
8,2722,3
8,2729,3
8,2731,4
8,2746,4
8,2761,4
8,2762,4
8,2788,5
8,2791,4
8,2792,4
8,2794,3
8,2797,3
8,2858,3
8,2916,4.5
8,2944,4
8,2947,4
8,2948,3.5
8,2951,4.5
8,2953,2
8,2959,4.5
8,2985,5
8,2986,2
8,2987,4
8,2993,3.5
8,2997,4.5
8,3000,4.5
8,3005,3.5
8,3019,4
8,3081,3
8,3104,3.5
8,3108,2.5
8,3114,3
8,3147,4
8,3168,4.5
8,3198,3
8,3208,3.5
8,3252,3
8,3253,3
8,3254,2.5
8,3257,3
8,3273,2
8,3275,4.5
8,3306,4
8,3307,3.5
8,3310,4
8,3418,4
8,3421,3
8,3424,3
8,3448,3
8,3462,4.5
8,3468,4
8,3471,4
8,3527,5
8,3552,3
8,3556,2.5
8,3578,2.5
8,3608,3
8,3623,3
8,3624,2.5
8,3629,4.5
8,3635,3.5
8,3638,4
8,3681,4
8,3697,4.5
8,3702,5
8,3703,5
8,3704,4
8,3717,3
8,3740,3
8,3745,3.5
8,3751,4
8,3752,2.5
8,3753,2
8,3785,3
8,3793,4
8,3863,3.5
8,3868,4
8,3869,3.5
8,3910,4.5
8,3917,4
8,3918,3.5
8,3949,3
8,3984,4
8,3996,3
8,4011,4
8,4022,3.5
8,4027,4
8,4034,4
8,4084,2
8,4085,2.5
8,4092,5
8,4105,3
8,4128,3.5
8,4148,3.5
8,4223,4.5
8,4226,4
8,4239,4.5
8,4246,2
8,4254,3
8,4262,4.5
8,4306,3.5
8,4308,4
8,4327,4
8,4343,2
8,4344,2
8,4351,4.5
8,4446,3
8,4487,3
8,4489,3
8,4638,2
8,4673,4
8,4718,1.5
8,4720,4
8,4776,3.5
8,4848,4
8,4855,4
8,4874,3
8,4878,4
8,4886,3.5
8,4896,2
8,4963,2.5
8,4973,4
8,4975,3.5
8,4993,3.5
8,4995,4
8,5040,4.5
8,5049,3.5
8,5218,4
8,5349,2.5
8,5378,4
8,5418,2
8,5445,4.5
8,5459,2.5
8,5481,2.5
8,5500,4
8,5502,3.5
8,5541,4
8,5618,4
8,5630,3.5
8,5669,3
8,5679,4
8,5690,4
8,5816,2
8,5902,3
8,5903,4
8,5952,3.5
8,5956,4
8,5971,4
8,5995,4
8,6003,4
8,6016,4.5
8,6104,4
8,6155,1
8,6250,3.5
8,6281,4
8,6333,2.5
8,6365,3
8,6373,2.5
8,6377,3
8,6502,4.5
8,6537,2.5
8,6539,4
8,6595,2.5
8,6664,4.5
8,6711,2.5
8,6800,4.5
8,6807,4
8,6812,2.5
8,6863,2.5
8,6874,4.5
8,6888,2
8,6934,2.5
8,6953,2.5
8,6957,3
8,6979,4.5
8,7004,2.5
8,7022,4
8,7099,4
8,7101,2
8,7147,3.5
8,7153,3
8,7254,3
8,7310,4.5
8,7318,2.5
8,7347,4
8,7361,4.5
8,7371,4.5
8,7387,3
8,7438,4.5
8,7569,3.5
8,7570,3.5
8,7573,4
8,8360,2
8,8361,2.5
8,8376,4.5
8,8464,3
8,8529,3
8,8622,3
8,8636,2
8,8644,3
8,8665,2
8,8783,4
8,8874,3.5
8,8957,3
8,26614,2.5
8,26776,4.5
8,26819,4
8,27660,4.5
8,27728,4
8,27773,4.5
8,27788,4
8,27831,4
8,27904,4.5
8,30707,3.5
8,30749,3.5
8,30793,3
8,30810,4
8,30812,2.5
8,31410,2.5
8,31413,4.5
8,32587,4
8,33004,3
8,33493,3.5
8,33794,4
8,34048,3
8,34405,4
8,35836,2.5
8,36363,4.5
8,36519,2.5
8,37729,4
8,37830,3.5
8,38038,3.5
8,39183,3
8,40819,3.5
8,41997,4
8,44022,2.5
8,44191,3.5
8,44195,4.5
8,44665,4
8,45447,2.5
8,45550,3.5
8,45722,2.5
8,46578,4
8,46723,3
8,46972,2.5
8,46976,3.5
8,47200,3.5
8,47610,4
8,48043,3.5
8,48082,4.5
8,48394,4
8,48516,4
8,48738,4
8,48774,4
8,48780,4
8,49272,3
8,50794,4
8,51086,3
8,51255,3.5
8,51662,4.5
8,52281,4
8,52328,3
8,52604,3
8,53000,4
8,53322,3.5
8,53519,3.5
8,53953,4
8,53972,4
8,53996,2
8,54286,2.5
8,54997,4
8,55069,4
8,55247,4.5
8,55269,3.5
8,55442,4
8,55765,4
8,55820,4
8,56367,4
8,56757,4.5
8,57528,3
8,57669,3
8,58295,3
8,58559,4
8,58803,3.5
8,59315,4
8,59501,2.5
8,59784,3
8,60069,4.5
8,60074,3
8,60684,4.5
8,61160,2
8,61236,3
8,61248,3
8,61634,2
8,63082,3.5
8,64614,3.5
8,66097,3
8,67508,4.5
8,68157,2
8,68237,4
8,68319,4
8,68791,2.5
8,68954,4.5
8,69122,3
8,69134,3.5
8,69844,2
8,70286,4
8,71108,3
8,71535,3.5
8,72998,3
8,73017,3.5
8,73321,4
8,74458,4
8,74789,3.5
8,76251,4
8,77328,4.5
8,77330,4.5
8,77359,4.5
8,77561,2
8,77629,4.5
8,78469,2
8,79057,2.5
8,79132,4
8,79185,2
8,79627,3
8,80463,3.5
8,81591,3
8,81845,3.5
8,82461,2
8,83827,4
8,85774,3
8,86320,4
8,91529,4
8,91542,4
8,91658,4.5
8,92259,4
8,94864,3.5
8,96079,4
8,97938,4
8,99813,4
8,100843,4
8,103253,3.5
8,103306,4.5
8,104283,4
8,104841,4.5
8,105355,4.5
8,108727,4.5
8,108981,4.5
25,239,3
25,296,4.5
25,356,4
25,364,4.5
25,457,3.5
25,480,3.5
25,541,3
25,608,4
25,750,5
25,924,4
25,953,3
25,1019,4.5
25,1025,3
25,1027,2.5
25,1033,4
25,1079,4.5
25,1080,4
25,1089,3.5
25,1136,5
25,1193,4.5
25,1206,4
25,1253,4.5
25,2141,3
25,2502,4
25,2542,4
25,2686,2.5
25,2804,5
25,3000,3.5
25,3258,4.5
25,3301,1.5
25,3624,3
25,3745,3.5
25,4002,5
25,4027,4.5
25,4973,3.5
25,5618,4
25,6287,2
25,6350,3.5
25,6377,4
25,6502,4
25,6539,4.5
25,6807,4
25,6874,4.5
25,6942,4
25,7147,4
25,7438,3.5
25,7669,3.5
25,8874,4
25,8961,4
25,31410,3.5
25,33794,3.5
25,44191,4.5
25,45666,2
25,46578,4
25,48394,4.5
25,52319,4.5
25,52694,4
25,52973,2
25,58559,4.5
25,60069,4.5
25,66934,4
25,68157,4.5
25,68954,4
25,72998,3
25,73017,3.5
25,76093,3.5
25,78499,4
25,79132,4
25,88810,4
25,91500,4
25,91542,4
25,93840,5
2,1,3
2,2,3
2,11,3
2,17,5
2,19,4
2,21,3
2,34,5
2,39,3
2,47,2
2,95,3
2,150,4
2,153,3
2,160,3
2,161,4
2,165,2
2,173,2
2,185,3
2,186,3
2,196,2
2,208,3
2,225,3
2,231,3
2,236,4
2,252,3
2,253,4
2,266,4
2,282,4
2,288,1
2,293,3
2,300,4
2,317,5
2,318,5
2,329,3
2,337,4
2,339,4
2,344,4
2,349,4
2,364,5
2,367,5
2,410,3
2,420,5
2,432,4
2,434,4
2,454,5
2,457,5
2,553,5
2,588,4
2,590,4
2,593,5
2,595,5
